"year","state","county","D","O","R","total"
"2020","MICHIGAN","MUSKEGON",45643,1668,45133,92444
"2020","MICHIGAN","NEWAYGO",7873,431,18857,27161
"2020","MICHIGAN","OAKLAND",434148,10232,325971,770351
"2020","MICHIGAN","OCEANA",4944,226,8892,14062
"2020","MICHIGAN","OGEMAW",3475,179,8253,11907
"2020","MICHIGAN","ONTONAGON",1391,55,2358,3804
"2020","MICHIGAN","OSCEOLA",3214,187,8928,12329
"2020","MICHIGAN","OSCODA",1342,66,3466,4874
"2020","MICHIGAN","OTSEGO",4743,235,9779,14757
"2020","MICHIGAN","OTTAWA",64705,3095,100913,168713
"2020","MICHIGAN","PRESQUE ISLE",2911,91,5342,8344
"2020","MICHIGAN","ROSCOMMON",5166,182,9670,15018
"2020","MICHIGAN","SAGINAW",51088,1476,50785,103349
"2020","MICHIGAN","SANILAC",5966,286,16194,22446
"2020","MICHIGAN","SCHOOLCRAFT",1589,66,3090,4745
"2020","MICHIGAN","SHIAWASSEE",15347,728,23149,39224
"2020","MICHIGAN","ST. CLAIR",31363,1516,59185,92064
"2020","MICHIGAN","ST. JOSEPH",9262,547,18127,27936
"2020","MICHIGAN","TUSCOLA",8712,436,20297,29445
"2020","MICHIGAN","VAN BUREN",16803,672,21591,39066
"2020","MICHIGAN","WASHTENAW",157136,3041,56241,216418
"2020","MICHIGAN","WAYNE",597170,10746,264553,872469
"2020","MICHIGAN","WEXFORD",5838,325,12102,18265
"2020","MINNESOTA","AITKIN",3607,160,6258,10025
"2020","MINNESOTA","ANOKA",100893,5337,104902,211132
"2020","MINNESOTA","BECKER",6589,374,12438,19401
"2020","MINNESOTA","BELTRAMI",11426,575,12188,24189
"2020","MINNESOTA","BENTON",7280,598,14382,22260
"2020","MINNESOTA","BIG STONE",1053,58,1863,2974
"2020","MINNESOTA","BLUE EARTH",18330,990,16731,36051
"2020","MINNESOTA","BROWN",4753,330,9552,14635
"2020","MINNESOTA","CARLTON",10098,480,9791,20369
"2020","MINNESOTA","CARVER",30774,1578,34009,66361
"2020","MINNESOTA","CASS",6342,327,11620,18289
"2020","MINNESOTA","CHIPPEWA",2226,135,4250,6611
"2020","MINNESOTA","CHISAGO",11806,848,21916,34570
"2020","MINNESOTA","CLAY",16357,839,15043,32239
"2020","MINNESOTA","CLEARWATER",1260,76,3372,4708
"2020","MINNESOTA","COOK",2496,107,1203,3806
"2020","MINNESOTA","COTTONWOOD",1834,108,4165,6107
"2020","MINNESOTA","CROW WING",13726,771,25676,40173
"2020","MINNESOTA","DAKOTA",146155,6466,109638,262259
"2020","MINNESOTA","DODGE",4079,325,7783,12187
"2020","MINNESOTA","DOUGLAS",7868,498,15799,24165
"2020","MINNESOTA","FARIBAULT",2531,192,5191,7914
"2020","MINNESOTA","FILLMORE",4551,289,7301,12141
"2020","MINNESOTA","FREEBORN",6889,351,9578,16818
"2020","MINNESOTA","GOODHUE",11806,778,16052,28636
"2020","MINNESOTA","GRANT",1300,85,2269,3654
"2020","MINNESOTA","HENNEPIN",532623,17373,205973,755969
"2020","MINNESOTA","HOUSTON",4853,253,6334,11440
"2020","MINNESOTA","HUBBARD",4462,301,8202,12965
"2020","MINNESOTA","ISANTI",7138,606,16491,24235
"2020","MINNESOTA","ITASCA",10786,536,15239,26561
"2020","MINNESOTA","JACKSON",1745,126,3948,5819
"2020","MINNESOTA","KANABEC",2774,190,6278,9242
"2020","MINNESOTA","KANDIYOHI",8440,490,14437,23367
"2020","MINNESOTA","KITTSON",1006,87,1546,2639
"2020","MINNESOTA","KOOCHICHING",2659,132,4131,6922
"2020","MINNESOTA","LAC QUI PARLE",1446,66,2528,4040
"2020","MINNESOTA","LAKE",3647,162,3393,7202
"2020","MINNESOTA","LAKE OF THE WOODS",671,33,1704,2408
"2020","MINNESOTA","LE SUEUR",5672,371,10775,16818
"2020","MINNESOTA","LINCOLN",937,57,2121,3115
"2020","MINNESOTA","LYON",4634,280,7979,12893
"2020","MINNESOTA","MAHNOMEN",1112,50,1142,2304
"2020","MINNESOTA","MARSHALL",1295,97,3721,5113
"2020","MINNESOTA","MARTIN",3305,224,7480,11009
"2020","MINNESOTA","MCLEOD",6413,534,13986,20933
"2020","MINNESOTA","MEEKER",3867,303,9359,13529
"2020","MINNESOTA","MILLE LACS",4404,333,9952,14689
"2020","MINNESOTA","MORRISON",4367,370,14821,19558
"2020","MINNESOTA","MOWER",8899,421,10025,19345
"2020","MINNESOTA","MURRAY",1449,84,3363,4896
"2020","MINNESOTA","NICOLLET",9622,485,9018,19125
"2020","MINNESOTA","NOBLES",2933,182,5600,8715
"2020","MINNESOTA","NORMAN",1404,84,1953,3441
"2020","MINNESOTA","OLMSTED",49491,2202,39692,91385
"2020","MINNESOTA","OTTER TAIL",11958,641,23800,36399
"2020","MINNESOTA","PENNINGTON",2568,177,4532,7277
"2020","MINNESOTA","PINE",5419,326,10256,16001
"2020","MINNESOTA","PIPESTONE",1306,81,3553,4940
"2020","MINNESOTA","POLK",5439,290,9865,15594
"2020","MINNESOTA","POPE",2477,128,4417,7022
"2020","MINNESOTA","RAMSEY",211620,6981,77376,295977
"2020","MINNESOTA","RED LAKE",691,51,1454,2196
"2020","MINNESOTA","REDWOOD",2355,158,5771,8284
"2020","MINNESOTA","RENVILLE",2496,165,5467,8128
"2020","MINNESOTA","RICE",17402,820,17464,35686
"2020","MINNESOTA","ROCK",1556,101,3583,5240
"2020","MINNESOTA","ROSEAU",2188,168,6065,8421
"2020","MINNESOTA","SAINT LOUIS",67704,2810,49017,119531
"2020","MINNESOTA","SCOTT",40040,2053,45872,87965
"2020","MINNESOTA","SHERBURNE",18065,1325,36222,55612
"2020","MINNESOTA","SIBLEY",2417,171,5864,8452
"2020","MINNESOTA","STEARNS",31879,1997,50959,84835
"2020","MINNESOTA","STEELE",7917,555,12656,21128
"2020","MINNESOTA","STEVENS",1922,119,3044,5085
"2020","MINNESOTA","SWIFT",1784,93,3316,5193
"2020","MINNESOTA","TODD",3286,218,9753,13257
"2020","MINNESOTA","TRAVERSE",661,31,1172,1864
"2020","MINNESOTA","WABASHA",4696,274,8153,13123
"2020","MINNESOTA","WADENA",2023,134,5520,7677
"2020","MINNESOTA","WASECA",3496,269,6624,10389
"2020","MINNESOTA","WASHINGTON",89165,3857,73764,166786
"2020","MINNESOTA","WATONWAN",1987,111,3103,5201
"2020","MINNESOTA","WILKIN",1026,76,2328,3430
"2020","MINNESOTA","WINONA",13333,613,13227,27173
"2020","MINNESOTA","WRIGHT",28430,2023,51973,82426
"2020","MINNESOTA","YELLOW MEDICINE",1688,106,3734,5528
"2020","MISSISSIPPI","ADAMS",7917,146,5696,13759
"2020","MISSISSIPPI","ALCORN",2782,193,12818,15793
"2020","MISSISSIPPI","AMITE",2620,73,4503,7196
"2020","MISSISSIPPI","ATTALA",3542,103,5178,8823
"2020","MISSISSIPPI","BENTON",1679,40,2570,4289
"2020","MISSISSIPPI","BOLIVAR",8904,169,4671,13744
"2020","MISSISSIPPI","CALHOUN",1902,63,4625,6590
"2020","MISSISSIPPI","CARROLL",1729,48,3924,5701
"2020","MISSISSIPPI","CHICKASAW",3810,156,4175,8141
"2020","MISSISSIPPI","CHOCTAW",1185,37,3001,4223
"2020","MISSISSIPPI","CLAIBORNE",3772,74,603,4449
"2020","MISSISSIPPI","CLARKE",2838,83,5417,8338
"2020","MISSISSIPPI","CLAY",5844,164,4181,10189
"2020","MISSISSIPPI","COAHOMA",6020,106,2375,8501
"2020","MISSISSIPPI","COPIAH",6470,163,6250,12883
"2020","MISSISSIPPI","COVINGTON",3416,90,5854,9360
"2020","MISSISSIPPI","DESOTO",28265,1397,46462,76124
"2020","MISSISSIPPI","FORREST",13755,609,17290,31654
"2020","MISSISSIPPI","FRANKLIN",1480,58,2923,4461
"2020","MISSISSIPPI","GEORGE",1218,118,9713,11049
"2020","MISSISSIPPI","GREENE",966,52,4794,5812
"2020","MISSISSIPPI","GRENADA",4734,96,6081,10911
"2020","MISSISSIPPI","HANCOCK",4504,321,16132,20957
"2020","MISSISSIPPI","HARRISON",27728,1218,46822,75768
"2020","MISSISSIPPI","HINDS",73550,1304,25141,99995
"2020","MISSISSIPPI","HOLMES",6588,158,1369,8115
"2020","MISSISSIPPI","HUMPHREYS",3016,55,1118,4189
"2020","MISSISSIPPI","ISSAQUENA",355,13,308,676
"2020","MISSISSIPPI","ITAWAMBA",1249,132,9438,10819
"2020","MISSISSIPPI","JACKSON",17375,873,36295,54543
"2020","MISSISSIPPI","JASPER",4341,93,4302,8736
"2020","MISSISSIPPI","JEFFERSON",3327,50,531,3908
"2020","MISSISSIPPI","JEFFERSON DAVIS",3599,80,2534,6213
"2020","MISSISSIPPI","JONES",8517,348,21226,30091
"2020","MISSISSIPPI","KEMPER",2887,57,1787,4731
"2020","MISSISSIPPI","LAFAYETTE",10070,404,12949,23423
"2020","MISSISSIPPI","LAMAR",7340,441,20704,28485
"2020","MISSISSIPPI","LAUDERDALE",12960,320,17967,31247
"2020","MISSISSIPPI","LAWRENCE",2260,68,4285,6613
"2020","MISSISSIPPI","LEAKE",3897,75,5228,9200
"2020","MISSISSIPPI","LEE",12189,558,24207,36954
"2020","MISSISSIPPI","LEFLORE",7648,116,3129,10893
"2020","MISSISSIPPI","LINCOLN",5040,165,11596,16801
"2020","MISSISSIPPI","LOWNDES",13087,354,13800,27241
"2020","MISSISSIPPI","MADISON",24440,681,31091,56212
"2020","MISSISSIPPI","MARION",3787,117,8273,12177
"2020","MISSISSIPPI","MARSHALL",8057,194,7566,15817
"2020","MISSISSIPPI","MONROE",5874,208,11177,17259
"2020","MISSISSIPPI","MONTGOMERY",2121,37,2917,5075
"2020","MISSISSIPPI","NESHOBA",3260,123,8320,11703
"2020","MISSISSIPPI","NEWTON",3075,111,6997,10183
"2020","MISSISSIPPI","NOXUBEE",4040,59,1240,5339
"2020","MISSISSIPPI","OKTIBBEHA",10299,454,9004,19757
"2020","MISSISSIPPI","PANOLA",7403,164,8060,15627
"2020","MISSISSIPPI","PEARL RIVER",4148,290,19595,24033
"2020","MISSISSIPPI","PERRY",1362,54,4500,5916
"2020","MISSISSIPPI","PIKE",8646,217,8479,17342
"2020","MISSISSIPPI","PONTOTOC",2614,197,11550,14361
"2020","MISSISSIPPI","PRENTISS",2153,121,8370,10644
"2020","MISSISSIPPI","QUITMAN",2150,50,1026,3226
"2020","MISSISSIPPI","RANKIN",18847,913,50895,70655
"2020","MISSISSIPPI","SCOTT",4330,118,6285,10733
"2020","MISSISSIPPI","SHARKEY",1465,30,688,2183
"2020","MISSISSIPPI","SIMPSON",4037,143,7635,11815
"2020","MISSISSIPPI","SMITH",1791,78,6458,8327
"2020","MISSISSIPPI","STONE",1802,112,5964,7878
"2020","MISSISSIPPI","SUNFLOWER",6781,101,2799,9681
"2020","MISSISSIPPI","TALLAHATCHIE",3105,92,2488,5685
"2020","MISSISSIPPI","TATE",4183,203,8707,13093
"2020","MISSISSIPPI","TIPPAH",1937,111,8054,10102
"2020","MISSISSIPPI","TISHOMINGO",1059,146,7933,9138
"2020","MISSISSIPPI","TUNICA",2580,56,926,3562
"2020","MISSISSIPPI","UNION",2160,150,10373,12683
"2020","MISSISSIPPI","WALTHALL",2835,64,4220,7119
"2020","MISSISSIPPI","WARREN",10442,246,10365,21053
"2020","MISSISSIPPI","WASHINGTON",12503,205,5300,18008
"2020","MISSISSIPPI","WAYNE",3624,125,6307,10056
"2020","MISSISSIPPI","WEBSTER",1043,61,4291,5395
"2020","MISSISSIPPI","WILKINSON",2749,54,1324,4127
"2020","MISSISSIPPI","WINSTON",4040,84,5112,9236
"2020","MISSISSIPPI","YALOBUSHA",2785,79,3671,6535
"2020","MISSISSIPPI","YAZOO",5496,108,4832,10436
"2020","MISSOURI","ADAIR",3710,213,6413,10336
"2020","MISSOURI","ANDREW",2351,146,7255,9752
"2020","MISSOURI","ATCHISON",564,51,2199,2814
"2020","MISSOURI","AUDRAIN",2704,220,7732,10656
"2020","MISSOURI","BARRY",2948,225,12425,15598
"2020","MISSOURI","BARTON",844,65,5168,6077
"2020","MISSOURI","BATES",1672,147,6597,8416
"2020","MISSOURI","BENTON",2180,187,8109,10476
"2020","MISSOURI","BOLLINGER",750,66,5167,5983
"2020","MISSOURI","BOONE",50064,2458,38646,91168
"2020","MISSOURI","BUCHANAN",13445,703,22450,36598
"2020","MISSOURI","BUTLER",3301,238,14602,18141
"2020","MISSOURI","CALDWELL",897,60,3725,4682
"2020","MISSOURI","CALLAWAY",5870,459,14815,21144
"2020","MISSOURI","CAMDEN",5652,310,18850,24812
"2020","MISSOURI","CAPE GIRARDEAU",10760,661,28907,40328
"2020","MISSOURI","CARROLL",786,40,3706,4532
"2020","MISSOURI","CARTER",418,28,2451,2897
"2020","MISSOURI","CASS",19052,1159,37197,57408
"2020","MISSOURI","CEDAR",1145,111,5788,7044
"2020","MISSOURI","CHARITON",916,50,3111,4077
"2020","MISSOURI","CHRISTIAN",11131,788,34920,46839
"2020","MISSOURI","CLARK",678,44,2672,3394
"2020","MISSOURI","CLAY",59400,2564,64605,126569
"2020","MISSOURI","CLINTON",2896,193,7799,10888
"2020","MISSOURI","COLE",12694,749,26086,39529
"2020","MISSOURI","COOPER",2249,172,6272,8693
"2020","MISSOURI","CRAWFORD",2113,135,8725,10973
"2020","MISSOURI","DADE",656,49,3414,4119
"2020","MISSOURI","DALLAS",1380,105,6619,8104
"2020","MISSOURI","DAVIESS",746,63,3102,3911
"2020","MISSOURI","DEKALB",930,85,3828,4843
"2020","MISSOURI","DENT",1056,99,5987,7142
"2020","MISSOURI","DOUGLAS",1016,86,5898,7000
"2020","MISSOURI","DUNKLIN",2200,84,8135,10419
"2020","MISSOURI","FRANKLIN",14569,1058,38058,53685
"2020","MISSOURI","GASCONADE",1601,100,6222,7923
"2020","MISSOURI","GENTRY",613,43,2581,3237
"2020","MISSOURI","GREENE",55068,3102,83630,141800
"2020","MISSOURI","GRUNDY",799,53,3585,4437
"2020","MISSOURI","HARRISON",597,31,3198,3826
"2020","MISSOURI","HENRY",2619,142,8027,10788
"2020","MISSOURI","HICKORY",1056,58,3966,5080
"2020","MISSOURI","HOLT",338,29,1976,2343
"2020","MISSOURI","HOWARD",1413,126,3553,5092
"2020","MISSOURI","HOWELL",3218,251,15181,18650
"2020","MISSOURI","IRON",945,51,3596,4592
"2020","MISSOURI","JACKSON",92182,4094,100142,196418
"2020","MISSOURI","JASPER",13549,1075,37728,52352
"2020","MISSOURI","JEFFERSON",37523,2119,77046,116688
"2020","MISSOURI","JOHNSON",6974,660,15489,23123
"2020","MISSOURI","KANSAS CITY",107660,2592,26393,136645
"2020","MISSOURI","KNOX",340,28,1486,1854
"2020","MISSOURI","LACLEDE",2780,251,13762,16793
"2020","MISSOURI","LAFAYETTE",4472,310,12273,17055
"2020","MISSOURI","LAWRENCE",3214,265,14426,17905
"2020","MISSOURI","LEWIS",984,72,3553,4609
"2020","MISSOURI","LINCOLN",6607,563,21848,29018
"2020","MISSOURI","LINN",1275,88,4363,5726
"2020","MISSOURI","LIVINGSTON",1410,81,5267,6758
"2020","MISSOURI","MACON",1662,98,6076,7836
"2020","MISSOURI","MADISON",1019,73,4584,5676
"2020","MISSOURI","MARIES",814,65,3892,4771
"2020","MISSOURI","MARION",3202,231,9915,13348
"2020","MISSOURI","MCDONALD",1439,149,7465,9053
"2020","MISSOURI","MERCER",222,16,1541,1779
"2020","MISSOURI","MILLER",2038,168,10176,12382
"2020","MISSOURI","MISSISSIPPI",1178,41,3537,4756
"2020","MISSOURI","MONITEAU",1308,105,5744,7157
"2020","MISSOURI","MONROE",936,70,3477,4483
"2020","MISSOURI","MONTGOMERY",1208,99,4465,5772
"2020","MISSOURI","MORGAN",1924,121,7442,9487
"2020","MISSOURI","NEW MADRID",1748,55,5447,7250
"2020","MISSOURI","NEWTON",5818,467,22120,28405
"2020","MISSOURI","NODAWAY",2853,175,6865,9893
"2020","MISSOURI","OREGON",823,69,3847,4739
"2020","MISSOURI","OSAGE",1037,77,6425,7539
"2020","MISSOURI","OZARK",752,48,4064,4864
"2020","MISSOURI","PEMISCOT",1560,55,4120,5735
"2020","MISSOURI","PERRY",1664,126,7657,9447
"2020","MISSOURI","PETTIS",4783,460,13854,19097
"2020","MISSOURI","PHELPS",5637,451,13480,19568
"2020","MISSOURI","PIKE",1717,115,5863,7695
"2020","MISSOURI","PLATTE",27179,1174,28917,57270
"2020","MISSOURI","POLK",2885,329,11850,15064
"2020","MISSOURI","PULASKI",3740,345,10329,14414
"2020","MISSOURI","PUTNAM",361,16,1984,2361
"2020","MISSOURI","RALLS",1205,61,4396,5662
"2020","MISSOURI","RANDOLPH",2485,241,8018,10744
"2020","MISSOURI","RAY",3109,195,8345,11649
"2020","MISSOURI","REYNOLDS",529,36,2733,3298
"2020","MISSOURI","RIPLEY",833,45,4839,5717
"2020","MISSOURI","SALINE",2904,164,6451,9519
"2020","MISSOURI","SCHUYLER",373,24,1606,2003
"2020","MISSOURI","SCOTLAND",388,36,1560,1984
"2020","MISSOURI","SCOTT",3753,197,13769,17719
"2020","MISSOURI","SHANNON",706,35,3165,3906
"2020","MISSOURI","SHELBY",592,58,2700,3350
"2020","MISSOURI","ST. CHARLES",89530,4098,128389,222017
"2020","MISSOURI","ST. CLAIR",988,54,3932,4974
"2020","MISSOURI","ST. FRANCOIS",7044,446,20511,28001
"2020","MISSOURI","ST. LOUIS CITY",110089,2304,21474,133867
"2020","MISSOURI","ST. LOUIS COUNTY",328151,8802,199493,536446
"2020","MISSOURI","STE. GENEVIEVE",2713,141,6630,9484
"2020","MISSOURI","STODDARD",1819,123,11484,13426
"2020","MISSOURI","STONE",3506,177,14800,18483
"2020","MISSOURI","SULLIVAN",478,19,1974,2471
"2020","MISSOURI","TANEY",5339,441,20508,26288
"2020","MISSOURI","TEXAS",1716,121,9478,11315
"2020","MISSOURI","VERNON",1903,127,7155,9185
"2020","MISSOURI","WARREN",4769,384,13222,18375
"2020","MISSOURI","WASHINGTON",1804,125,8047,9976
"2020","MISSOURI","WAYNE",845,46,4987,5878
"2020","MISSOURI","WEBSTER",3573,326,14880,18779
"2020","MISSOURI","WORTH",215,15,877,1107
"2020","MISSOURI","WRIGHT",1168,118,7453,8739
"2020","MONTANA","BEAVERHEAD",1608,130,3923,5661
"2020","MONTANA","BIG HORN",2491,86,2207,4784
"2020","MONTANA","BLAINE",1589,59,1469,3117
"2020","MONTANA","BROADWATER",835,89,3173,4097
"2020","MONTANA","CARBON",2421,163,4468,7052
"2020","MONTANA","CARTER",74,15,775,864
"2020","MONTANA","CASCADE",15456,1114,23315,39885
"2020","MONTANA","CHOUTEAU",991,83,1891,2965
"2020","MONTANA","CUSTER",1514,141,4205,5860
"2020","MONTANA","DANIELS",195,20,799,1014
"2020","MONTANA","DAWSON",962,105,3758,4825
"2020","MONTANA","DEER LODGE",2562,143,2186,4891
"2020","MONTANA","FALLON",172,28,1375,1575
"2020","MONTANA","FERGUS",1496,142,4869,6507
"2020","MONTANA","FLATHEAD",20274,1341,38321,59936
"2020","MONTANA","GALLATIN",37044,2239,31696,70979
"2020","MONTANA","GARFIELD",41,8,764,813
"2020","MONTANA","GLACIER",3610,123,1884,5617
"2020","MONTANA","GOLDEN VALLEY",78,11,414,503
"2020","MONTANA","GRANITE",638,45,1419,2102
"2020","MONTANA","HILL",2981,244,3957,7182
"2020","MONTANA","JEFFERSON",2625,181,5345,8151
"2020","MONTANA","JUDITH BASIN",275,29,1040,1344
"2020","MONTANA","LAKE",6916,388,9322,16626
"2020","MONTANA","LEWIS AND CLARK",19743,1113,21409,42265
"2020","MONTANA","LIBERTY",249,13,821,1083
"2020","MONTANA","LINCOLN",2835,240,8672,11747
"2020","MONTANA","MADISON",1771,125,4191,6087
"2020","MONTANA","MCCONE",155,17,956,1128
"2020","MONTANA","MEAGHER",258,19,833,1110
"2020","MONTANA","MINERAL",686,49,1828,2563
"2020","MONTANA","MISSOULA",43357,1791,26347,71495
"2020","MONTANA","MUSSELSHELL",413,45,2423,2881
"2020","MONTANA","PARK",5280,261,6025,11566
"2020","MONTANA","PETROLEUM",39,11,298,348
"2020","MONTANA","PHILLIPS",416,30,1936,2382
"2020","MONTANA","PONDERA",903,61,2031,2995
"2020","MONTANA","POWDER RIVER",154,12,970,1136
"2020","MONTANA","POWELL",752,72,2355,3179
"2020","MONTANA","PRAIRIE",126,15,603,744
"2020","MONTANA","RAVALLI",8763,630,19114,28507
"2020","MONTANA","RICHLAND",875,123,4800,5798
"2020","MONTANA","ROOSEVELT",1910,111,1996,4017
"2020","MONTANA","ROSEBUD",1199,88,2486,3773
"2020","MONTANA","SANDERS",1820,142,5660,7622
"2020","MONTANA","SHERIDAN",574,53,1403,2030
"2020","MONTANA","SILVER BOW",10392,521,7745,18658
"2020","MONTANA","STILLWATER",1156,106,4462,5724
"2020","MONTANA","SWEET GRASS",549,57,1840,2446
"2020","MONTANA","TETON",1007,64,2608,3679
"2020","MONTANA","TOOLE",467,56,1596,2119
"2020","MONTANA","TREASURE",78,9,373,460
"2020","MONTANA","VALLEY",1030,96,3135,4261
"2020","MONTANA","WHEATLAND",225,20,823,1068
"2020","MONTANA","WIBAUX",77,5,516,598
"2020","MONTANA","YELLOWSTONE",30679,2370,50772,83821
"2020","NEBRASKA","ADAMS",4213,304,10085,14602
"2020","NEBRASKA","ANTELOPE",452,38,3093,3583
"2020","NEBRASKA","ARTHUR",21,3,260,284
"2020","NEBRASKA","BANNER",43,5,362,410
"2020","NEBRASKA","BLAINE",35,2,280,317
"2020","NEBRASKA","BOONE",499,65,2653,3217
"2020","NEBRASKA","BOX BUTTE",1051,128,4002,5181
"2020","NEBRASKA","BOYD",135,8,1010,1153
"2020","NEBRASKA","BROWN",191,18,1470,1679
"2020","NEBRASKA","BUFFALO",6350,599,16640,23589
"2020","NEBRASKA","BURT",1063,88,2580,3731
"2020","NEBRASKA","BUTLER",873,83,3542,4498
"2020","NEBRASKA","CASS",4737,426,10121,15284
"2020","NEBRASKA","CEDAR",725,97,4174,4996
"2020","NEBRASKA","CHASE",226,27,1740,1993
"2020","NEBRASKA","CHERRY",373,48,2844,3265
"2020","NEBRASKA","CHEYENNE",855,97,3813,4765
"2020","NEBRASKA","CLAY",632,78,2848,3558
"2020","NEBRASKA","COLFAX",1025,56,2636,3717
"2020","NEBRASKA","CUMING",870,74,3507,4451
"2020","NEBRASKA","CUSTER",786,117,5090,5993
"2020","NEBRASKA","DAKOTA",2744,124,3926,6794
"2020","NEBRASKA","DAWES",1082,108,2931,4121
"2020","NEBRASKA","DAWSON",2497,157,6524,9178
"2020","NEBRASKA","DEUEL",141,20,871,1032
"2020","NEBRASKA","DIXON",651,97,2335,3083
"2020","NEBRASKA","DODGE",5544,348,10984,16876
"2020","NEBRASKA","DOUGLAS",150350,5442,119159,274951
"2020","NEBRASKA","DUNDY",105,11,883,999
"2020","NEBRASKA","FILLMORE",693,82,2359,3134
"2020","NEBRASKA","FRANKLIN",276,11,1437,1724
"2020","NEBRASKA","FRONTIER",189,22,1229,1440
"2020","NEBRASKA","FURNAS",399,39,2163,2601
"2020","NEBRASKA","GAGE",3385,238,7445,11068
"2020","NEBRASKA","GARDEN",161,18,1016,1195
"2020","NEBRASKA","GARFIELD",133,9,933,1075
"2020","NEBRASKA","GOSPER",215,10,893,1118
"2020","NEBRASKA","GRANT",20,7,375,402
"2020","NEBRASKA","GREELEY",229,13,1016,1258
"2020","NEBRASKA","HALL",7681,504,16189,24374
"2020","NEBRASKA","HAMILTON",1118,106,4309,5533
"2020","NEBRASKA","HARLAN",282,31,1615,1928
"2020","NEBRASKA","HAYES",34,6,494,534
"2020","NEBRASKA","HITCHCOCK",175,30,1264,1469
"2020","NEBRASKA","HOLT",686,82,4769,5537
"2020","NEBRASKA","HOOKER",59,7,376,442
"2020","NEBRASKA","HOWARD",648,67,2786,3501
"2020","NEBRASKA","JEFFERSON",1016,84,2616,3716
"2020","NEBRASKA","JOHNSON",647,64,1518,2229
"2020","NEBRASKA","KEARNEY",701,81,2822,3604
"2020","NEBRASKA","KEITH",763,57,3544,4364
"2020","NEBRASKA","KEYA PAHA",49,4,476,529
"2020","NEBRASKA","KIMBALL",268,43,1563,1874
"2020","NEBRASKA","KNOX",905,71,3721,4697
"2020","NEBRASKA","LANCASTER",82293,3706,70092,156091
"2020","NEBRASKA","LINCOLN",3692,344,13071,17107
"2020","NEBRASKA","LOGAN",38,5,407,450
"2020","NEBRASKA","LOUP",75,9,370,454
"2020","NEBRASKA","MADISON",3478,347,11940,15765
"2020","NEBRASKA","MCPHERSON",17,10,275,302
"2020","NEBRASKA","MERRICK",743,95,3419,4257
"2020","NEBRASKA","MORRILL",386,58,2113,2557
"2020","NEBRASKA","NANCE",359,32,1437,1828
"2020","NEBRASKA","NEMAHA",921,74,2428,3423
"2020","NEBRASKA","NUCKOLLS",409,37,1857,2303
"2020","NEBRASKA","OTOE",2490,176,5649,8315
"2020","NEBRASKA","PAWNEE",322,36,1071,1429
"2020","NEBRASKA","PERKINS",199,24,1321,1544
"2020","NEBRASKA","PHELPS",752,100,4157,5009
"2020","NEBRASKA","PIERCE",480,64,3462,4006
"2020","NEBRASKA","PLATTE",3260,227,12186,15673
"2020","NEBRASKA","POLK",530,58,2291,2879
"2020","NEBRASKA","RED WILLOW",811,116,4525,5452
"2020","NEBRASKA","RICHARDSON",996,57,3073,4126
"2020","NEBRASKA","ROCK",84,13,744,841
"2020","NEBRASKA","SALINE",1986,153,3631,5770
"2020","NEBRASKA","SARPY",41206,2488,51979,95673
"2020","NEBRASKA","SAUNDERS",3331,296,9108,12735
"2020","NEBRASKA","SCOTTS BLUFF",4196,321,10952,15469
"2020","NEBRASKA","SEWARD",2438,214,6490,9142
"2020","NEBRASKA","SHERIDAN",340,40,2292,2672
"2020","NEBRASKA","SHERMAN",343,33,1322,1698
"2020","NEBRASKA","SIOUX",72,15,642,729
"2020","NEBRASKA","STANTON",532,68,2561,3161
"2020","NEBRASKA","THAYER",624,48,2308,2980
"2020","NEBRASKA","THOMAS",45,5,377,427
"2020","NEBRASKA","THURSTON",1122,23,1180,2325
"2020","NEBRASKA","VALLEY",412,27,1901,2340
"2020","NEBRASKA","WASHINGTON",3554,276,8583,12413
"2020","NEBRASKA","WAYNE",1022,123,3055,4200
"2020","NEBRASKA","WEBSTER",335,30,1511,1876
"2020","NEBRASKA","WHEELER",59,5,438,502
"2020","NEBRASKA","YORK",1630,176,5337,7143
"2020","NEVADA","CARSON CITY",12735,891,16113,29739
"2020","NEVADA","CHURCHILL",3048,466,9367,12881
"2020","NEVADA","CLARK",521777,19722,430809,972308
"2020","NEVADA","DOUGLAS",11570,924,21623,34117
"2020","NEVADA","ELKO",4555,668,16734,21957
"2020","NEVADA","ESMERALDA",72,13,395,480
"2020","NEVADA","EUREKA",104,17,887,1008
"2020","NEVADA","HUMBOLDT",1689,205,5877,7771
"2020","NEVADA","LANDER",496,71,2198,2765
"2020","NEVADA","LINCOLN",330,49,2067,2446
"2020","NEVADA","LYON",8472,851,20906,30229
"2020","NEVADA","MINERAL",824,83,1420,2327
"2020","NEVADA","NYE",7287,562,17527,25376
"2020","NEVADA","PERSHING",547,42,1731,2320
"2020","NEVADA","STOREY",900,67,1901,2868
"2020","NEVADA","WASHOE",128052,7251,116653,251956
"2020","NEVADA","WHITE PINE",856,107,3400,4363
"2020","NEW HAMPSHIRE","BELKNAP",16894,598,20899,38391
"2020","NEW HAMPSHIRE","CARROLL",16649,422,16150,33221
"2020","NEW HAMPSHIRE","CHESHIRE",25522,800,17898,44220
"2020","NEW HAMPSHIRE","COOS",7640,258,8617,16515
"2020","NEW HAMPSHIRE","GRAFTON",33180,881,19905,53966
